aqi,city,cityid,co,id,iscity,lat,lon,monitortime,no2,o3,o3_8h,pm10,pm25,pollutantlevel,positionname,primarypollutant,scrapytime,so2,stationcode,stationid
28,盘锦,,0.5,,2,,,2017-08-17 11:00:00,10,87,76,_,6,优,新生街道,_,,7,,
29,怒江州,,1.0,,1,,,2017-08-17 11:00:00,7,55,51,28,29,优,怒江州,,,11,,
28,怒江州,,1.2,,2,,,2017-08-17 11:00:00,6,57,52,28,9,优,州监测站,_,,15,,
17,怒江州,,0.8,,2,,,2017-08-17 11:00:00,9,53,51,_,7,优,泸水一中,_,,8,,
40,宁德,,0.6,,1,,,2017-08-17 11:00:00,14,83,34,39,40,优,宁德,,,5,,
40,宁德,,0.6,,2,,,2017-08-17 11:00:00,19,96,38,40,16,优,金涵水库,_,,6,,
39,宁德,,0.6,,2,,,2017-08-17 11:00:00,12,78,33,39,16,优,蕉城区农机局,_,,5,,
40,宁德,,0.6,,2,,,2017-08-17 11:00:00,11,77,33,40,12,优,宁德市监测站,_,,5,,
41,宁波,,0.81,,1,,,2017-08-17 11:00:00,37,86,37,40,41,优,宁波,,,9,,
48,宁波,,1.2,,2,,,2017-08-17 11:00:00,79,75,38,46,33,优,区环保大楼,_,,14,,
45,宁波,,0.9,,2,,,2017-08-17 11:00:00,27,93,39,45,23,优,万里学院,_,,6,,
38,宁波,,0.6,,2,,,2017-08-17 11:00:00,31,104,40,38,25,优,龙赛医院,_,,8,,
40,宁波,,0.9,,2,,,2017-08-17 11:00:00,34,83,30,40,22,优,三江中学,_,,6,,
_,宁波,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,市政管理站,—,,_,,
57,宁波,,0.6,,2,,,2017-08-17 11:00:00,16,124,55,_,40,良,钱湖水厂,细颗粒物(PM2.5),,9,,
41,宁波,,0.5,,2,,,2017-08-17 11:00:00,39,80,39,41,23,优,太古小学,_,,13,,
_,宁波,,1.2,,2,,,2017-08-17 11:00:00,38,60,20,_,_,_,市环境监测中心,_,,_,,
36,宁波,,0.6,,2,,,2017-08-17 11:00:00,39,75,38,34,25,优,万里国际学校,_,,10,,
56,内江,,0.48,,1,,,2017-08-17 11:00:00,17,115,56,59,56,良,内江,颗粒物(PM10),,9,,
71,内江,,0.4,,2,,,2017-08-17 11:00:00,25,108,44,92,26,良,市监测站,颗粒物(PM10),,10,,
58,内江,,0.5,,2,,,2017-08-17 11:00:00,14,117,66,54,41,良,东兴区政府,细颗粒物(PM2.5),,8,,
53,内江,,0.5,,2,,,2017-08-17 11:00:00,14,97,53,39,37,良,内江二中,细颗粒物(PM2.5),,9,,
59,内江,,0.5,,2,,,2017-08-17 11:00:00,15,141,64,54,42,良,内江日报社,细颗粒物(PM2.5),,10,,
59,那曲地区,,0.8,,1,,,2017-08-17 11:00:00,14,61,58,66,59,良,那曲地区,颗粒物(PM10),,4,,
58,那曲地区,,0.8,,2,,,2017-08-17 11:00:00,15,53,51,66,19,良,那曲监测站,颗粒物(PM10),,3,,
39,那曲地区,,0.8,,2,,,2017-08-17 11:00:00,13,70,65,_,27,优,那曲嘉兴医院,_,,6,,
45,南阳,,1.1,,1,,,2017-08-17 11:00:00,10,107,81,42,45,优,南阳,,,5,,
50,南阳,,1.2,,2,,,2017-08-17 11:00:00,10,99,77,50,29,优,环保局　,_,,7,,
49,南阳,,0.8,,2,,,2017-08-17 11:00:00,16,105,85,45,34,优,瓦房庄,_,,7,,
53,南阳,,1.4,,2,,,2017-08-17 11:00:00,8,108,85,46,37,良,汉画馆,细颗粒物(PM2.5),,3,,
46,南阳,,1.1,,2,,,2017-08-17 11:00:00,10,113,83,39,32,优,气象站,_,,2,,
39,南阳,,1.0,,2,,,2017-08-17 11:00:00,10,114,77,30,27,优,理工学院,_,,6,,
48,南通,,0.98,,1,,,2017-08-17 11:00:00,28,151,45,34,48,优,南通,,,27,,
48,南通,,1.3,,2,,,2017-08-17 11:00:00,27,139,39,_,33,优,南郊,_,,29,,
53,南通,,1.1,,2,,,2017-08-17 11:00:00,_,146,47,_,37,良,虹桥,细颗粒物(PM2.5),,31,,
46,南通,,0.8,,2,,,2017-08-17 11:00:00,35,145,47,_,26,优,城中,_,,28,,
49,南通,,0.8,,2,,,2017-08-17 11:00:00,22,140,46,34,34,优,星湖花园,_,,19,,
83,南通,,0.9,,2,,,2017-08-17 11:00:00,29,186,46,_,33,良,紫琅学院,臭氧1小时,,30,,
31,南平,,0.65,,1,,,2017-08-17 11:00:00,8,84,59,30,31,优,南平,,,4,,
34,南平,,0.6,,2,,,2017-08-17 11:00:00,7,108,96,18,16,优,茫荡山,_,,_,,
29,南平,,0.6,,2,,,2017-08-17 11:00:00,8,91,54,22,11,优,南平市监测站,_,,3,,
39,南平,,0.7,,2,,,2017-08-17 11:00:00,10,88,58,39,17,优,南平铝业有限公司,_,,6,,
41,南平,,0.7,,2,,,2017-08-17 11:00:00,10,49,29,41,8,优,南平七中,_,,4,,
40,南京,,1.16,,1,,,2017-08-17 11:00:00,28,90,39,39,40,优,南京,,,17,,
51,南京,,0.7,,2,,,2017-08-17 11:00:00,38,73,34,51,13,良,迈皋桥,颗粒物(PM10),,13,,
31,南京,,0.8,,2,,,2017-08-17 11:00:00,22,97,46,27,14,优,草场门,_,,30,,
43,南京,,1.7,,2,,,2017-08-17 11:00:00,25,135,65,35,11,优,山西路,_,,_,,
32,南京,,1.3,,2,,,2017-08-17 11:00:00,22,101,40,25,7,优,中华门,_,,29,,
42,南京,,1.2,,2,,,2017-08-17 11:00:00,27,70,29,42,15,优,瑞金路,_,,15,,
52,南京,,1.3,,2,,,2017-08-17 11:00:00,26,72,38,53,_,良,玄武湖,颗粒物(PM10),,11,,
57,南京,,1.7,,2,,,2017-08-17 11:00:00,36,70,30,63,16,良,浦口,颗粒物(PM10),,23,,
30,南京,,0.9,,2,,,2017-08-17 11:00:00,28,85,34,30,17,优,奥体中心,_,,12,,
35,南京,,0.8,,2,,,2017-08-17 11:00:00,30,111,38,31,_,优,仙林大学城,_,,8,,
58,南充,,0.7,,1,,,2017-08-17 11:00:00,21,118,71,64,58,良,南充,颗粒物(PM10),,9,,
57,南充,,1.0,,2,,,2017-08-17 11:00:00,14,_,80,53,40,良,西山风景区,细颗粒物(PM2.5),,9,,
58,南充,,0.6,,2,,,2017-08-17 11:00:00,21,117,58,50,41,良,南充市委,细颗粒物(PM2.5),,6,,
64,南充,,_,,2,,,2017-08-17 11:00:00,3,120,65,78,34,良,南充炼油厂,颗粒物(PM10),,3,,
60,南充,,0.6,,2,,,2017-08-17 11:00:00,43,114,81,70,35,良,高坪区监测站,颗粒物(PM10),,16,,
64,南充,,0.6,,2,,,2017-08-17 11:00:00,26,124,73,63,46,良,嘉陵区环保局,细颗粒物(PM2.5),,9,,
63,南充,,0.7,,2,,,2017-08-17 11:00:00,22,118,69,75,43,良,市环境监测站,颗粒物(PM10),,11,,
57,南昌,,1.26,,1,,,2017-08-17 11:00:00,32,78,25,61,57,良,南昌,颗粒物(PM10),,22,,
51,南昌,,1.7,,2,,,2017-08-17 11:00:00,55,51,14,51,25,良,省外办,颗粒物(PM10),,16,,
60,南昌,,1.2,,2,,,2017-08-17 11:00:00,30,64,26,70,5,良,省林业公司,颗粒物(PM10),,15,,
40,南昌,,0.6,,2,,,2017-08-17 11:00:00,17,82,35,40,9,优,林科所,_,,23,,
64,南昌,,1.3,,2,,,2017-08-17 11:00:00,30,80,25,77,36,良,京东镇政府,颗粒物(PM10),,18,,
_,南昌,,1.0,,2,,,2017-08-17 11:00:00,31,77,20,_,_,_,建工学校,_,,_,,
54,南昌,,1.1,,2,,,2017-08-17 11:00:00,37,89,20,57,23,良,象湖,颗粒物(PM10),,14,,
34,南昌,,0.7,,2,,,2017-08-17 11:00:00,13,102,35,34,9,优,武术学校,_,,13,,
_,南昌,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,石化,_,,_,,
57,南昌,,1.6,,2,,,2017-08-17 11:00:00,37,82,22,64,20,良,省站,颗粒物(PM10),,22,,
75,南昌,,2.1,,2,,,2017-08-17 11:00:00,46,82,33,99,20,良,机电学校,颗粒物(PM10),,57,,
26,牡丹江,,0.36,,1,,,2017-08-17 11:00:00,12,50,30,25,26,优,牡丹江,,,5,,
18,牡丹江,,0.3,,2,,,2017-08-17 11:00:00,14,49,21,18,5,优,环保大楼　,_,,3,,
33,牡丹江,,0.5,,2,,,2017-08-17 11:00:00,21,45,21,33,8,优,文化广场　,_,,3,,
36,牡丹江,,0.3,,2,,,2017-08-17 11:00:00,10,50,30,29,25,优,第一医院,_,,6,,
22,牡丹江,,0.3,,2,,,2017-08-17 11:00:00,11,51,23,22,11,优,机车工厂,_,,6,,
23,牡丹江,,0.4,,2,,,2017-08-17 11:00:00,8,56,56,23,8,优,第一中学,_,,8,,
45,绵阳,,0.63,,1,,,2017-08-17 11:00:00,12,81,32,44,45,优,绵阳,,,6,,
32,绵阳,,0.6,,2,,,2017-08-17 11:00:00,6,85,39,27,22,优,富乐山,_,,8,,
43,绵阳,,0.6,,2,,,2017-08-17 11:00:00,16,79,39,43,27,优,市人大,_,,4,,
49,绵阳,,0.7,,2,,,2017-08-17 11:00:00,22,78,27,49,26,优,高新区自来水公司,_,,6,,
55,绵阳,,0.6,,2,,,2017-08-17 11:00:00,7,82,23,60,33,良,三水厂,颗粒物(PM10),,7,,
57,梅州,,0.83,,1,,,2017-08-17 11:00:00,19,129,46,62,57,良,梅州,颗粒物(PM10),,8,,
52,梅州,,0.8,,2,,,2017-08-17 11:00:00,19,134,45,53,31,良,嘉应大学,颗粒物(PM10),,9,,
56,梅州,,0.9,,2,,,2017-08-17 11:00:00,19,133,45,61,30,良,梅县新城,颗粒物(PM10),,8,,
61,梅州,,0.8,,2,,,2017-08-17 11:00:00,20,122,48,72,33,良,环境监控中心,颗粒物(PM10),,8,,
43,眉山,,0.45,,1,,,2017-08-17 11:00:00,34,69,30,42,43,优,眉山,,,7,,
32,眉山,,0.2,,2,,,2017-08-17 11:00:00,13,100,52,29,9,优,蟆颐观,_,,5,,
41,眉山,,0.4,,2,,,2017-08-17 11:00:00,28,72,23,41,26,优,气象局,_,,10,,
45,眉山,,0.6,,2,,,2017-08-17 11:00:00,41,73,33,43,31,优,旭光小区,_,,6,,
54,眉山,,0.6,,2,,,2017-08-17 11:00:00,54,34,14,57,37,良,市监测站,颗粒物(PM10),,10,,
26,茂名,,0.57,,1,,,2017-08-17 11:00:00,7,48,25,25,26,优,茂名,,,3,,
25,茂名,,0.4,,2,,,2017-08-17 11:00:00,8,47,34,25,2,优,市环保局茂港分局,_,,4,,
29,茂名,,0.9,,2,,,2017-08-17 11:00:00,7,46,20,29,18,优,茂石化七小,_,,4,,
_,茂名,,_,,2,,,2017-08-17 11:00:00,5,_,22,_,_,_,健康路,_,,5,,
26,茂名,,0.4,,2,,,2017-08-17 11:00:00,8,52,27,21,18,优,高岭,_,,2,,
44,马鞍山,,0.93,,1,,,2017-08-17 11:00:00,11,101,50,43,44,优,马鞍山,,,14,,
35,马鞍山,,1.0,,2,,,2017-08-17 11:00:00,15,106,50,32,24,优,湖东路四小,_,,15,,
47,马鞍山,,1.0,,2,,,2017-08-17 11:00:00,15,101,38,47,15,优,天平服装,_,,17,,
40,马鞍山,,_,,2,,,2017-08-17 11:00:00,9,_,41,40,15,优,慈湖二小,_,,14,,
33,马鞍山,,1.0,,2,,,2017-08-17 11:00:00,12,103,52,33,12,优,马钢动力厂,_,,15,,
58,马鞍山,,0.7,,2,,,2017-08-17 11:00:00,8,97,71,66,28,良,市教育基地,颗粒物(PM10),,12,,
104,吕梁,,1.8,,1,,,2017-08-17 11:00:00,42,77,20,124,104,轻度污染,吕梁,颗粒物(PM2.5),,122,,
100,吕梁,,1.6,,2,,,2017-08-17 11:00:00,35,87,20,145,75,良,环保局,细颗粒物(PM2.5),,97,,
_,吕梁,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,—,豆制品厂,—,,_,,
_,吕梁,,1.9,,2,,,2017-08-17 11:00:00,_,67,17,_,113,_,自来水公司,_,,_,,
77,吕梁,,1.9,,2,,,2017-08-17 11:00:00,50,78,25,104,45,良,马茂庄小学,颗粒物(PM10),,147,,
29,泸州,,0.38,,1,,,2017-08-17 11:00:00,16,71,42,28,29,优,泸州,,,7,,
31,泸州,,0.1,,2,,,2017-08-17 11:00:00,16,65,27,31,11,优,九狮山,_,,10,,
42,泸州,,0.1,,2,,,2017-08-17 11:00:00,14,80,48,42,13,优,小市上码头,_,,5,,
34,泸州,,0.2,,2,,,2017-08-17 11:00:00,18,73,36,34,20,优,兰田宪桥,_,,12,,
22,泸州,,1.1,,2,,,2017-08-17 11:00:00,17,68,57,6,6,优,市环监站,_,,4,,
89,洛阳,,1.03,,1,,,2017-08-17 11:00:00,27,170,80,121,89,良,洛阳,颗粒物(PM2.5),,29,,
82,洛阳,,0.9,,2,,,2017-08-17 11:00:00,30,157,84,114,56,良,中信二小,颗粒物(PM10),,26,,
90,洛阳,,1.3,,2,,,2017-08-17 11:00:00,18,163,85,130,61,良,市委党校,颗粒物(PM10),,30,,
_,洛阳,,_,,2,,,2017-08-17 11:00:00,_,_,_,_,_,_,市监测站,_,,_,,
86,洛阳,,1.1,,2,,,2017-08-17 11:00:00,21,170,75,122,55,良,豫西宾馆,颗粒物(PM10),,25,,
122,洛阳,,1.6,,2,,,2017-08-17 11:00:00,9,175,68,95,92,轻度污染,河南林校,细颗粒物(PM2.5),,34,,
86,洛阳,,1.2,,2,,,2017-08-17 11:00:00,23,176,75,121,43,良,开发区管委会,颗粒物(PM10),,_,,
103,洛阳,,0.3,,2,,,2017-08-17 11:00:00,68,172,85,150,77,轻度污染,市委新办公区,细颗粒物(PM2.5),,24,,
110,洛阳,,0.8,,2,,,2017-08-17 11:00:00,25,182,92,116,83,轻度污染,凯旋路小学,细颗粒物(PM2.5),,35,,
61,漯河,,0.75,,1,,,2017-08-17 11:00:00,9,136,59,69,61,良,漯河,颗粒物(PM10),,9,,
64,漯河,,0.7,,2,,,2017-08-17 11:00:00,19,149,63,77,38,良,三五一五工厂,颗粒物(PM10),,14,,
63,漯河,,0.7,,2,,,2017-08-17 11:00:00,9,123,53,76,40,良,漯河大学,颗粒物(PM10),,8,,
57,漯河,,1.0,,2,,,2017-08-17 11:00:00,7,135,63,64,32,良,水利局,颗粒物(PM10),,8,,
56,漯河,,0.6,,2,,,2017-08-17 11:00:00,2,140,60,62,36,良,广电局,颗粒物(PM10),,8,,
49,六安,,0.48,,1,,,2017-08-17 11:00:00,19,93,41,48,49,优,六安,,,10,,
58,六安,,0.4,,2,,,2017-08-17 11:00:00,15,94,55,65,19,良,监测大楼,颗粒物(PM10),,19,,
54,六安,,0.5,,2,,,2017-08-17 11:00:00,14,96,46,58,20,良,皖西学院,颗粒物(PM10),,5,,
31,六安,,0.3,,2,,,2017-08-17 11:00:00,13,86,32,31,6,优,朝阳厂,_,,8,,
39,六安,,0.7,,2,,,2017-08-17 11:00:00,36,99,33,39,16,优,开发区,_,,10,,
